date,oil_price_usd,ca_5yr_bond_yield,overnight_rate,cadusd_rate,natgas_price,alberta_etf,oil_7d,oil_30d,oil_90d,oil_mom,cadusd_7d,cadusd_30d,cadusd_90d,cadusd_mom,natgas_7d,natgas_30d,natgas_90d,natgas_mom,etf_7d,etf_30d,etf_90d,etf_mom,bond_7d,bond_30d,bond_90d,bond_mom,rate_7d,rate_30d,rate_90d,rate_mom,dow,month,month_start,target_next_month_mom,housing_pressure_score
2005-03-01,51.68000030517578,4.75,2.4794,0.8059316277503967,6.679999828338623,8.66028118133545,50.99714279174805,48.24933306376139,47.58214278448196,0.06820998685829727,0.8079822489193508,0.8086485425631206,0.8121571214426131,-0.013620298692821331,6.392999989645822,6.24743332862854,6.203976177033924,0.0884796703584445,8.609897068568639,8.064341195424397,7.859488231379811,0.14468139791870338,4.715714285714285,4.705333333333333,4.700697674418604,0.012793176972281328,2.494571428571429,2.49678,2.4971488372093025,-0.007445956765412376,1,3,2005-03-01,,0.19674017
2005-03-02,53.04999923706055,4.75,2.4794,0.8076239824295044,6.7170000076293945,8.764178276062012,51.66857147216797,48.43266639709473,47.70930223686751,0.11566772004726533,0.8075801815305438,0.8084426065286,0.812051699605099,-0.007591626161904896,6.508571420397077,6.261566654841105,6.215906963791958,0.0673764137088444,8.651916776384626,8.105657323201497,7.8810284705389115,0.16472214822056785,4.721428571428571,4.707333333333334,4.701818181818182,0.012793176972281328,2.492042857142857,2.49616,2.496745454545455,-0.007445956765412376,2,3,2005-03-01,,0.19277184
2005-03-03,53.56999969482422,4.75,2.4794,0.8041817545890808,6.6570000648498535,8.961735725402832,52.01428549630301,48.654666392008465,47.84249990636652,0.141973989961109,0.8059308358601162,0.8082209070523579,0.8118728372183713,-0.008202658783214578,6.587714263371059,6.273199987411499,6.22593180699782,0.05532656503766198,8.715678896222796,8.155314763387045,7.906161197396212,0.1993737566166469,4.727142857142857,4.709333333333333,4.7028888888888885,0.012793176972281328,2.489514285714286,2.49554,2.49636,-0.007445956765412376,3,3,2005-03-01,,0.19917168
2005-03-04,53.77999877929688,4.75,2.4794,0.8119518756866455,6.74399995803833,9.07295036315918,52.38714272635324,48.82966639200846,47.97444432576497,0.10818050962407355,0.8074826002120972,0.8078827043374379,0.8118745936287775,-0.0123416940275215,6.649571418762207,6.289999993642171,6.237444432576497,0.08076926368698456,8.786547933306013,8.207996463775634,7.932679132981733,0.21093775755095656,4.732857142857143,4.711333333333332,4.703913043478261,0.012793176972281328,2.486985714285715,2.49492,2.495991304347826,-0.007445956765412376,4,3,2005-03-01,,0.19674017
2005-03-07,53.88999938964844,4.75,2.4794,0.8139345645904541,6.714000225067139,8.952953338623047,52.744285583496094,48.99899965922038,48.103043348892875,0.10407698982645819,0.808607314314161,0.807776290178299,0.8119193756062052,-0.003906889401183888,6.708142893654959,6.297933340072632,6.247804341108902,0.03675114253897083,8.839438029697963,8.254483127593994,7.955351893107096,0.18451107487368623,4.738571428571428,4.713333333333333,4.704893617021276,0.012793176972281328,2.484457142857143,2.4943,2.4956382978723406,-0.007445956765412376,0,3,2005-03-01,,0.18745948
2005-03-08,54.59000015258789,4.75,2.4794,0.8249463438987732,6.8470001220703125,8.923687934875488,53.187142508370535,49.16399968465169,48.2410637064183,0.09971798597507009,0.811249417918069,0.8082817633946736,0.8121965451443449,0.018726266737033814,6.727000032152448,6.312733348210653,6.260553187512337,0.06934253515622202,8.857625688825335,8.298433287938435,7.976402676623801,0.17336923894421208,4.744285714285715,4.715333333333333,4.7058333333333335,0.012793176972281328,2.4819285714285715,2.4936800000000003,2.4953000000000003,-0.007445956765412376,1,3,2005-03-01,,0.29222766
2005-03-09,54.77000045776367,4.75,2.4794,0.8289811611175537,6.880000114440918,8.767106056213379,53.61857114519392,49.36366640726725,48.37708322207133,0.12279626544412814,0.813935901437487,0.8088779429594676,0.8125462246437868,0.02205089400451743,6.748428617204938,6.32913335164388,6.273458331823349,0.07701942738187362,8.871841839381627,8.335652001698811,7.993226152785281,0.1459453496260834,4.75,4.7173333333333325,4.706734693877551,0.012793176972281328,2.4794,2.4930600000000003,2.494975510204082,-0.007445956765412376,2,3,2005-03-01,,0.29222766
2005-03-10,53.540000915527344,4.75,2.4794,0.8316008448600769,6.76800012588501,8.448088645935059,53.88428551810129,49.52033309936523,48.48244888928472,0.09623261155314333,0.8176029324531555,0.8096597691377004,0.8129350944441192,0.029022953302669574,6.7610000882829935,6.345133352279663,6.283551021498077,0.07633587959922616,8.841528620038714,8.36082215309143,8.0027024547259,0.09815495931813811,4.75,4.719333333333333,4.7076,0.012793176972281328,2.4794,2.49244,2.494664,-0.007445956765412376,3,3,2005-03-01,,0.29222766
2005-03-11,54.43000030517578,4.75,2.4794,0.829462468624115,6.771999835968018,8.597350120544434,54.08142852783203,49.7619997660319,48.60139991760254,0.15366680697551116,0.8207227161952427,0.8103833715120952,0.8132656419277191,0.02687459369075995,6.768857206617083,6.362233352661133,6.293319997787475,0.08196197888264223,8.817696026393346,8.39228458404541,8.01483812137526,0.12332602619045319,4.75,4.721333333333333,4.708431372549019,0.012793176972281328,2.4794,2.49182,2.494364705882353,-0.007445956765412376,4,3,2005-03-01,,0.29222766
2005-03-14,54.95000076293945,4.75,2.4794,0.828157365322113,7.138000011444092,8.641251564025879,54.278571537562776,49.9869997660319,48.72588228711895,0.14004149155927004,0.8241478034428188,0.8111112316449484,0.8135576365040798,0.027080764092928034,6.837571484701974,6.389466683069865,6.309882350996429,0.12925168477179327,8.771912574768066,8.424283599853515,8.027366390228272,0.1249753085484755,4.75,4.723333333333333,4.7092307692307696,0.012793176972281328,2.4794,2.4912,2.494076923076923,-0.007445956765412376,0,3,2005-03-01,,0.29222766
2005-03-15,55.04999923706055,4.75,2.4794,0.828294575214386,7.178999900817871,8.604669570922852,54.46000017438616,50.25133310953776,48.847499920771675,0.16829372845782853,0.8264824748039246,0.8116603791713715,0.8138410391715857,0.02029319647267913,6.89971433367048,6.418233346939087,6.326596150031457,0.13663709913894495,8.705015318734306,8.451307360331217,8.03868606043797,0.104018130925013,4.75,4.724666666666666,4.71,0.00849256900212314,2.4794,2.4906099999999998,2.4938000000000002,-0.0070882223379119536,1,3,2005-03-01,,0.29222766
2005-03-16,56.459999084472656,4.75,2.4794,0.8313933610916138,7.191999912261963,8.693934440612793,54.827142987932476,50.576999791463216,48.99113198046415,0.20925253255789888,0.8289765885898045,0.8124396403630575,0.8141722150568692,0.02893240911517503,6.968000003269741,6.445433346430461,6.34292452290373,0.12797992377934442,8.668012619018555,8.4788188457489,8.051286990825947,0.10489103833324576,4.75,4.725999999999999,4.71074074074074,0.00849256900212314,2.4794,2.49002,2.4935333333333336,-0.0070882223379119536,2,3,2005-03-01,,0.2760038
2005-03-17,56.400001525878906,4.75,2.4794,0.8326394557952881,7.23799991607666,8.850518226623535,55.085714612688335,50.9086664835612,49.128333268342196,0.2142088396019608,0.8300756045750209,0.8133212367693583,0.8145142009964695,0.03280596496286692,7.023857116699219,6.481733338038127,6.359499993147673,0.17710192202049302,8.65755980355399,8.511647399266561,8.066366825463637,0.12520963308269506,4.75,4.727333333333333,4.711454545454545,0.00849256900212314,2.4794,2.48943,2.4932763636363635,-0.0070882223379119536,3,3,2005-03-01,,0.2760038
2005-03-18,56.720001220703125,4.75,2.4794,0.8331250548362732,7.2729997634887695,8.80954360961914,55.36428615025112,51.249999872843425,49.26636359474876,0.22030984895259564,0.8306675893919808,0.8144083281358083,0.8148525801571933,0.04073983676396664,7.079999923706055,6.520966657002767,6.3761090798811475,0.1930773509475221,8.663622311183385,8.540134541193645,8.080129358503553,0.10743203616489794,4.75,4.728666666666666,4.712142857142857,0.00849256900212314,2.4794,2.48884,2.4930285714285714,-0.0070882223379119536,4,3,2005-03-01,,0.2760038
2005-03-21,56.619998931884766,4.75,2.4794,0.8261049389839172,7.317999839782715,8.780271530151367,55.804285866873606,51.62799987792969,49.39767851148333,0.2504417062346036,0.8298824599811009,0.8153868516286215,0.8150535151362419,0.036844346407042705,7.158571311405727,6.565933322906494,6.392928557736533,0.226001006558608,8.711077008928571,8.569938691457113,8.092859216169877,0.11337913246883069,4.75,4.7299999999999995,4.7128070175438594,0.00849256900212314,2.4794,2.4882500000000003,2.4927894736842107,-0.0070882223379119536,0,3,2005-03-01,,0.2760038
2005-03-22,56.02999877929688,4.75,2.4794,0.8270614743232727,7.248000144958496,8.680765151977539,56.03285707746233,51.98233311971028,49.51403500740988,0.23414090079619632,0.8295394607952663,0.8162611385186513,0.8152641810868916,0.03275166112845529,7.2265713555472235,6.6020666599273685,6.407929813652708,0.17585984824603385,8.722993441990443,8.597108809153239,8.103357536452156,0.10362809514941307,4.75,4.731333333333334,4.713448275862069,0.00849256900212314,2.4794,2.48766,2.492558620689655,-0.0070882223379119536,1,3,2005-03-01,,0.2760038
